Station_train_code,Departure,Destination
D3948,桂林北,大理
D3949,桂林北,大理
D3956,北海,大理
D3957,北海,大理
D3958,大理,柳州
D3960,衡阳东,大理
D3961,衡阳东,大理
D3962,大理,南宁东
D4061,西安北,兰州西
D4062,兰州西,西安北
D4063,西安北,兰州西
D4064,兰州西,西安北
D4651,宁波,武夷山东
D4652,武夷山东,宁波
D4653,武夷山东,宁波
D4654,宁波,武夷山东
D5027,重庆北,阆中
D5028,阆中,重庆北
D5031,重庆北,广元
D5032,广元,重庆北
D5033,重庆北,广元
D5034,广元,重庆北
D5081,延安,西安北
D5082,西安北,延安
D5083,延安,西安北
D5086,西安北,延安
D5087,延安,西安北
D5092,西安北,延安
D5093,延安,西安北
D5094,西安北,延安
D5102,成都东,丰都
D5103,重庆西,成都东
D5104,成都东,重庆西
D5105,重庆北,成都东
D5113,成都东,南部
D5114,南部,成都东
D5115,南部,成都东
D5116,成都东,南部
D5117,重庆北,遂宁
D5118,遂宁,重庆北
D5121,成都东,苍溪
D5122,苍溪,成都东
D5123,苍溪,成都东
D5124,成都东,苍溪
D5125,成都东,阆中
D5126,阆中,成都东
D5127,阆中,成都东
D5128,成都东,阆中
D5134,广元,成都东
D5135,广元,成都东
D5137,营山,重庆北
D5138,重庆北,营山
D5139,重庆北,营山
D5140,营山,重庆北
D5141,重庆北,合川
D5142,合川,重庆北
D5143,重庆北,合川
D5144,合川,重庆北
D5145,重庆北,潼南
D5146,潼南,重庆北
D5147,重庆北,潼南
D5148,潼南,重庆北
D5150,营山,广安南
D5151,营山,广安南
D5152,南充,达州
D5153,营山,成都
D5154,成都,营山
D5156,成都东,营山
D5158,武胜,成都东
D5159,武胜,成都东
D5160,成都东,武胜
D5161,南充,成都东
D5162,成都,南充
D5171,广安南,成都东
D5172,成都东,广安南
D5173,广安南,成都东
D5174,成都东,广安南
D5175,广安南,成都东
D5176,成都东,广安南
D5177,广安南,成都东
D5178,成都东,广安南
D5179,广安南,成都东
D5180,成都东,广安南
D5181,达州,成都东
D5182,成都东,达州
D5184,成都东,达州
D5185,达州,成都东
D5187,达州,成都东
D5188,成都东,达州
D5190,成都东,达州
D5191,达州,成都东
D5192,成都东,达州
D5193,达州,成都东
D5194,成都东,达州
D5195,达州,成都东
D5196,成都东,达州
D5197,达州,成都东
D5199,达州,成都
D5206,武汉,襄阳东
D5207,武汉,襄阳东
D5211,襄阳,黄冈东
D5212,阳新,襄阳
D5213,阳新,襄阳
D5214,襄阳,黄冈东
D5215,襄阳,武汉
D5218,襄阳,武汉
D5221,襄阳东,武汉
D5222,黄冈东,襄阳东
D5223,黄冈东,襄阳东
D5224,襄阳东,武汉
D5225,十堰,武汉
D5226,武汉,十堰
D5227,武汉,十堰
D5228,十堰,武汉
D5233,汉口,襄阳
D5234,襄阳,汉口
D5235,汉口,襄阳
D5241,汉口,十堰
D5242,十堰,汉口
D5243,汉口,十堰
D5244,十堰,汉口
D5246,十堰,汉口
D5250,襄阳,汉口
D5251,汉口,襄阳
D5252,襄阳,汉口
D5253,汉口,襄阳
D5254,襄阳,汉口
D5271,襄阳,武昌
D5272,武昌,襄阳
D5273,武昌,襄阳
D5274,襄阳,武昌
D5275,襄阳,武昌
D5276,武昌,襄阳
D5277,武昌,襄阳
D5278,襄阳,武昌
D5282,武昌,十堰
D5283,武昌,十堰
D5291,襄阳,武昌
D5294,襄阳,武昌
D5303,怀仁东,运城北
D5305,原平西,运城北
D5306,太原南,怀仁东
D5307,原平西,太原南
D5308,运城北,原平西
D5312,运城北,太原南
D5314,运城北,太原南
D5317,太原南,运城北
D5318,运城北,太原南
D5319,太原南,永济北
D5320,运城北,太原南
D5321,太原南,运城北
D5322,运城北,太原南
D5323,太原南,运城北
D5324,运城北,太原南
D5325,太原南,运城北
D5326,永济北,太原南
D5327,太原南,运城北
D5328,闻喜西,太原南
D5329,太原南,运城北
D5330,运城北,太原南
D5331,太原南,运城北
D5332,运城北,太原南
D5333,太原南,闻喜西
D5334,临汾西,太原南
D5335,太原南,临汾西
D5336,运城北,太原南
D5337,太原南,运城北
D5342,运城北,太原南
D5343,太原南,运城北
D5347,太原南,运城北
D5351,怀仁东,洪洞西
D5352,太原南,怀仁东
D5355,怀仁东,太原南
D5356,洪洞西,怀仁东
D5381,佳木斯,齐齐哈尔
D5382,齐齐哈尔,佳木斯
D5383,齐齐哈尔,佳木斯
D5384,佳木斯,齐齐哈尔
D5385,绥芬河,齐齐哈尔
D5386,齐齐哈尔,绥芬河
D5387,齐齐哈尔,绥芬河
D5388,绥芬河,齐齐哈尔
D5407,杭州,开化
D5408,开化,杭州
D5495,合肥南,六安
D5497,合肥南,六安
D5499,南京南,合肥南
D5500,合肥南,南京南
D5501,南通,南京
D5502,南京,南通
D5503,南京,南通
D5504,南通,南京
D5505,南通,南京
D5506,南京,南通
D5507,南京,南通
D5508,南通,南京
D5511,南通,南京
D5512,南京,南通
D5513,南京,南通
D5514,南通,南京
D5515,南通,南京
D5516,南京,南通
D5517,南京,南通
D5518,南通,南京
D5521,南通,南京
D5522,南京,南通
D5523,南京,南通
D5524,南通,南京
D5525,南通,南京
D5526,南京,南通
D5527,南京,南通
D5528,南通,南京
D5531,南通,南京
D5532,南京,南通
D5533,南京,南通
D5534,南通,南京
D5535,南通,南京
D5536,南京,南通
D5537,南京,南通
D5538,南通,南京
D5541,南通,南京
D5542,南京,南通
D5543,南京,南通
D5544,南通,南京
D5545,南通,南京
D5546,南京,南通
D5547,南京,南通
D5548,南通,南京
D5549,南通,南京
D5550,南京,南通
D5551,南京,南通
D5552,南通,南京
D5561,扬州,南京
D5562,南京,扬州
D5563,南京,扬州
D5564,扬州,南京
D5577,杭州东,黄山北
D5578,黄山北,杭州东
D5579,杭州东,黄山北
D5580,黄山北,杭州东
D5581,杭州东,黄山北
D5582,黄山北,杭州东
D5585,杭州东,黄山北
D5586,黄山北,杭州东
D5587,杭州东,黄山北
D5588,黄山北,杭州东
D5589,杭州东,黄山北
D5590,黄山北,杭州东
D5595,合肥南,黄山北
D5596,黄山北,合肥南
D5597,合肥南,黄山北
D5598,黄山北,合肥南
D5601,南京南,安庆
D5602,安庆,南京南
D5603,南京南,安庆
D5604,安庆,南京南
D5605,南京南,安庆
D5606,安庆,南京南
D5607,南京南,铜陵
D5608,安庆,南京南
D5609,南京南,安庆
D5610,铜陵,南京南
D5622,安庆,南京南
D5641,南京南,芜湖
D5642,芜湖,南京南
D5644,芜湖,南京南
D5646,马鞍山东,南京南
D5651,合肥南,安庆
D5652,安庆,合肥南
D5653,合肥南,安庆
D5654,安庆,合肥南
D5655,合肥南,安庆
D5656,安庆,合肥南
D5657,合肥南,安庆
D5658,安庆,合肥南
D5659,合肥南,安庆
D5660,安庆,合肥南
D5661,合肥南,安庆
D5662,安庆,合肥南
D5663,合肥南,安庆
D5664,安庆,合肥南
D5665,合肥南,安庆
D5666,安庆,合肥南
D5685,上海南,义乌
D5686,义乌,上海南
D5689,上海南,开化
D5690,开化,上海南
D5751,宜昌东,武昌
D5752,武昌,宜昌东
D5753,武昌,宜昌东
D5754,宜昌东,武昌
D5755,宜昌东,武昌
D5756,武昌,利川
D5757,武昌,利川
D5758,宜昌东,武昌
D5759,宜昌东,武昌
D5760,武昌,宜昌东
D5761,武昌,宜昌东
D5762,宜昌东,武昌
D5763,恩施,武昌
D5764,武昌,宜昌东
D5765,武昌,宜昌东
D5766,恩施,武昌
D5767,宜昌东,武昌
D5768,武昌,宜昌东
D5769,武昌,宜昌东
D5770,宜昌东,武昌
D5801,宜昌东,武汉
D5802,武汉,宜昌东
D5803,武汉,宜昌东
D5804,宜昌东,武汉
D5805,宜昌东,武汉
D5806,武汉,宜昌东
D5807,武汉,宜昌东
D5808,宜昌东,武汉
D5809,宜昌东,武汉
D5810,武汉,宜昌东
D5811,武汉,宜昌东
D5812,宜昌东,武汉
D5813,利川,武汉
D5814,武汉,利川
D5815,武汉,利川
D5816,利川,武汉
D5817,恩施,武汉
D5820,恩施,武汉
D5821,宜昌东,武汉
D5822,武汉,宜昌东
D5823,武汉,宜昌东
D5824,宜昌东,武汉
D5825,宜昌东,武汉
D5828,宜昌东,武汉
D5861,宜昌东,大冶北
D5862,大冶北,宜昌东
D5863,大冶北,宜昌东
D5864,宜昌东,大冶北
D5866,阳新,恩施
D5867,阳新,恩施
D5881,利川,黄冈东
D5882,黄冈东,利川
D5883,黄冈东,利川
D5884,利川,黄冈东
D5941,汉口,宜昌东
D5942,宜昌东,汉口
D5943,汉口,恩施
D5945,汉口,宜昌东
D5946,宜昌东,汉口
D5947,汉口,宜昌东
D5948,宜昌东,汉口
D5949,汉口,宜昌东
D5950,宜昌东,汉口
D5951,汉口,利川
D5952,利川,汉口
D5953,汉口,宜昌东
D5954,宜昌东,汉口
D5957,汉口,宜昌东
D5958,宜昌东,汉口
D5961,汉口,宜昌东
D5962,利川,汉口
D5965,汉口,恩施
D5966,恩施,汉口
D5968,宜昌东,汉口
D5970,宜昌东,汉口
D5991,孝感东,宜昌东
D5992,恩施,孝感东
D5993,恩施,孝感东
D5994,孝感东,宜昌东
D6001,济南,青岛
D6002,青岛,济南
D6003,济南,青岛
D6004,青岛,济南
D6005,济南,青岛
D6006,青岛,平原东
D6007,济南西,青岛
D6008,青岛,济南
D6009,济南,青岛
D6011,济南,青岛
D6012,青岛,济南西
D6015,济南东,青岛
D6016,青岛,济南东
D6017,青岛,济南东
D6018,济南东,青岛
D6019,济南东,潍坊
D6020,潍坊,济南西
D6022,济南东,潍坊
D6023,大明湖,青岛
D6024,青岛,大明湖
D6025,大明湖,青岛
D6026,青岛,大明湖
D6027,潍坊,青岛
D6028,青岛,潍坊
D6031,济南东,龙口市
D6032,龙口市,济南
D6033,龙口市,济南
D6034,济南东,龙口市
D6035,龙口市,威海
D6038,青岛,济南东
D6039,青岛,济南东
D6043,龙口市,青岛
D6044,青岛,龙口市
D6045,青岛,龙口市
D6046,龙口市,青岛
D6051,济南西,烟台
D6053,济南,烟台
D6054,烟台,济南东
D6055,烟台,济南东
D6061,平原东,烟台
D6062,烟台,济南东
D6063,烟台,济南东
D6066,烟台,龙口市
D6067,潍坊,烟台
D6071,济南,荣成
D6072,荣成,济南
D6073,济南,荣成
D6074,荣成,济南
D6075,济南,荣成
D6076,荣成,济南
D6077,平原东,荣成
D6078,荣成,济南西
D6079,济南,威海
D6080,威海,平原东
D6092,荣成,烟台
D6093,烟台,荣成
D6101,石柱县,重庆北
D6102,重庆北,石柱县
D6103,石柱县,重庆北
D6104,重庆北,石柱县
D6105,石柱县,重庆北
D6106,重庆北,石柱县
D6111,丰都,重庆北
D6113,丰都,重庆北
D6114,重庆北,丰都
D6115,丰都,重庆北
D6116,重庆北,丰都
D6117,丰都,重庆北
D6118,重庆北,丰都
D6131,长寿北,重庆北
D6132,重庆北,长寿北
D6133,长寿北,重庆北
D6134,重庆北,长寿北
D6141,重庆西,重庆北
D6142,重庆北,重庆西
D6151,重庆西,重庆北
D6152,重庆北,重庆西
D6153,重庆西,重庆北
D6154,重庆北,重庆西
D6155,重庆西,重庆北
D6156,重庆北,重庆西
D6157,重庆西,重庆北
D6158,重庆北,重庆西
D6159,重庆西,重庆北
D6160,重庆北,重庆西
D6161,重庆西,重庆北
D6162,重庆北,重庆西
D6163,重庆西,重庆北
D6164,重庆北,重庆西
D6165,重庆西,重庆北
D6166,重庆北,重庆西
D6167,重庆西,重庆北
D6168,重庆北,重庆西
D6169,重庆西,重庆北
D6170,重庆北,重庆西
D6181,重庆北,南充北
D6185,万州北,重庆西
D6186,重庆西,万州北
D6187,重庆西,万州北
D6188,万州北,重庆西
D6192,广元,苍溪
D6201,福州,厦门
D6204,厦门,福州
D6206,厦门,福州
D6207,福州,厦门
D6208,厦门,福州
D6210,厦门,福州
D6212,厦门,福州
D6213,福州,厦门北
D6214,厦门,福州
D6216,厦门,福州
D6217,福州,厦门
D6218,诏安,福州
D6219,福州,厦门
D6220,厦门,福州
D6221,福州,诏安
D6223,福州,厦门
D6224,厦门,福州
D6225,福州,厦门
D6226,厦门,福州
D6227,福州,厦门
D6228,厦门,福州
D6229,福州,厦门
D6231,福州,厦门
D6233,福州,厦门
D6235,泉州,厦门
D6236,厦门,泉州
D6237,福州,厦门
D6238,厦门,福州
D6241,武夷山东,厦门
D6242,厦门,武夷山东
D6251,景德镇北,南昌
D6252,南昌西,景德镇北
D6253,景德镇北,南昌西
D6254,南昌,景德镇北
D6255,景德镇北,南昌西
D6256,南昌,景德镇北
D6257,景德镇北,南昌
D6258,南昌西,景德镇北
D6259,景德镇北,南昌
D6260,南昌,景德镇北
D6261,婺源,南昌
D6262,南昌,婺源
D6263,婺源,南昌
D6264,南昌,婺源
D6265,南昌,南 昌
D6266,南昌,南 昌
D6267,南昌,南 昌
D6268,南昌,南 昌
D6271,赣州,景德镇北
D6272,景德镇北,赣州
D6273,景德镇北,赣州
D6274,赣州,景德镇北
D6281,上饶,景德镇北
D6282,景德镇北,上饶
D6283,景德镇北,上饶
D6284,上饶,景德镇北
D6312,福州南,福州 南
D6313,福州南,福州 南
D6315,厦门,厦 门
D6318,厦门,厦 门
D6321,龙岩,福鼎
D6322,福鼎,龙岩
D6323,福鼎,龙岩
D6324,龙岩,福鼎
D6329,福鼎,福州
D6330,福州,福鼎
D6332,厦门,福鼎
D6333,福鼎,厦门
D6335,福鼎,福州
D6336,福州,福鼎
D6339,福鼎,福州
D6340,福州,福鼎
D6341,九江,南昌
D6342,南昌,九江
D6343,九江,南昌
D6344,南昌,九江
D6345,九江,南昌
D6348,南昌,九江
D6349,九江,南昌
D6352,南昌,九江
D6353,九江,南昌
D6360,南昌,九江
D6371,九江,南昌西
D6374,南昌西,九江
D6378,南昌西,九江
D6381,福鼎,龙岩
D6382,龙岩,福鼎
D6383,龙岩,福鼎
D6384,福鼎,龙岩
D6405,龙岩,福州
D6407,福州,龙岩
D6408,龙岩,福州
D6409,福州,长汀南
D6410,福州,龙岩
D6412,福州,长汀南
D6415,福州,龙岩
D6417,福州,龙岩
D6418,福州,龙岩
D6419,福州,龙岩
D6420,福州,龙岩
D6422,福州,龙岩
D6425,厦门,诏安
D6426,诏安,厦门
D6427,厦门,诏安
D6428,诏安,厦门
D6434,福州,龙岩
D6435,福州,龙岩
D6436,龙岩,福州
D6437,龙岩,福州
D6438,长汀南,福州
D6439,长汀南,福州
D6440,龙岩,福州
D6441,龙岩,福州
D6442,龙岩,福州
D6443,龙岩,福州
D6444,龙岩,福州
D6445,龙岩,福州
D6448,龙岩,福州
D6449,龙岩,福州
D6471,龙岩,厦门
D6472,厦门,龙岩
D6473,龙岩,厦门
D6474,厦门,龙岩
D6475,龙岩,厦门北
D6476,厦门北,龙岩
D6501,南昌,福州
D6502,福州,南昌
D6503,南昌,福州
D6504,福州,南昌
D6505,九江,福州
D6506,福州,南昌西
D6507,南昌,福州
D6508,福州,九江
D6509,南昌西,福州
D6510,福州,南昌
D6511,南昌,福州
D6512,福州,南昌
D6513,南昌,龙岩
D6514,龙岩,南昌
D6521,南昌,厦门
D6522,厦门,南昌
D6523,南昌西,厦门
D6524,厦门,南昌西
D6525,九江,厦门
D6526,厦门,南昌
D6527,南昌西,厦门北
D6528,厦门,南昌西
D6529,南昌,漳州
D6530,厦门北,南昌西
D6531,南昌,厦门
D6532,厦门,南昌
D6533,南昌西,厦门
D6534,漳州,南昌西
D6541,三明北,福州
D6542,福州,三明北
D6543,三明北,福州
D6544,福州,三明北
D6547,南昌西,南丰
D6548,南丰,南昌西
D6549,南昌西,南丰
D6550,南丰,南昌西
D6561,南昌,厦门
D6562,厦门,南昌
D6571,赣州,福州
D6572,福州,赣州
D6573,福州,赣州
D6574,赣州,福州
D6575,福州,赣州
D6576,赣州,福州
D6577,赣州,福州
D6578,福州,赣州
D6579,赣州,厦门
D6580,厦门,赣州
D6581,赣州,厦门
D6582,厦门,赣州
D6583,赣州,厦门
D6584,厦门,赣州
D6591,福州南,长汀南
D6592,长汀南,福州南
D6593,长汀南,福州南
D6594,福州南,长汀南
D6595,赣州,福鼎
D6596,福鼎,赣州
D6597,福鼎,赣州
D6598,赣州,福鼎
D6611,北京,曹妃甸东
D6612,曹妃甸东,北京
D6613,曹妃甸东,北京
D6614,北京,曹妃甸东
D6615,北京,曹妃甸港
D6616,曹妃甸港,北京
D6617,曹妃甸港,北京
D6618,北京,曹妃甸港
D6619,北京,秦皇岛
D6620,秦皇岛,北京
D6635,北京,秦皇岛
D6636,秦皇岛,北京
D6655,北京南,保定
D6656,保定,北京南
D6657,北京南,保定
D6658,保定,北京南
D6671,福州,龙岩
D6674,福州,龙岩
D6677,赣州,厦门北
D6678,厦门北,赣州
D6681,唐山,曹妃甸东
D6682,曹妃甸东,唐山
D6683,曹妃甸东,唐山
D6684,唐山,曹妃甸东
D6685,唐山,曹妃甸港
D6686,曹妃甸港,唐山
D6687,曹妃甸港,唐山
D6688,唐山,曹妃甸港
D6731,秦皇岛,石家庄
D6732,石家庄,秦皇岛
D6733,石家庄,秦皇岛
D6734,秦皇岛,石家庄
D6735,秦皇岛,石家庄
D6736,石家庄,秦皇岛
D6737,石家庄,秦皇岛
D6738,秦皇岛,石家庄
D6739,石家庄,衡水北
D6740,衡水北,石家庄
D6751,呼和浩特东,包头
D6752,包头,呼和浩特东
D6753,呼和浩特东,包头
D6754,包头,呼和浩特东
D6755,呼和浩特东,包头
D6756,包头,呼和浩特东
D6757,呼和浩特东,包头
D6758,包头,呼和浩特东
D6759,呼和浩特东,包头
D6760,包头,呼和浩特东
D6761,呼和浩特东,包头
D6762,包头,呼和浩特东
D6763,呼和浩特东,包头
D6764,包头,呼和浩特东
D6765,呼和浩特东,包头
D6766,包头,呼和浩特东
D6767,呼和浩特东,包头
D6768,包头,呼和浩特东
D6769,乌兰察布,包头
D6770,包头,乌兰察布
D6771,乌兰察布,包头
D6772,包头,乌兰察布
D6773,乌兰察布,包头
D6774,包头,乌兰察布
D6775,乌兰察布,包头
D6776,包头,乌兰察布
D6777,乌兰察布,呼和浩特东
D6778,呼和浩特东,乌兰察布
D6779,乌兰察布,呼和浩特东
D6780,呼和浩特东,乌兰察布
D6801,西安北,宝鸡南
D6802,宝鸡南,西安北
D6809,西安北,宝鸡南
D6812,宝鸡南,西安北
D6817,西安北,宝鸡南
D6818,宝鸡南,西安北
D6821,西安北,宝鸡南
D6822,宝鸡南,西安北
D6839,华山北,西安北
D6840,西安北,华山北
D6851,西安北,宁强南
D6852,汉中,西安北
D6853,西安北,宁强南
D6854,宁强南,西安北
D6855,西安北,汉中
D6856,宁强南,西安北
D6857,西安北,汉中
D6858,汉中,西安北
D6859,西安北,汉中
D6860,宁强南,西安北
D6861,西安北,汉中
D6862,汉中,西安北
D6863,西安北,宁强南
D6864,汉中,西安北
D6865,西安北,汉中
D6866,汉中,西安北
D6867,西安北,汉中
D6868,汉中,西安北
D6869,西安北,汉中
D6870,宁强南,西安北
D6871,西安北,汉中
D6872,汉中,西安北
D6873,西安北,汉中
D6874,汉中,西安北
D6901,哈尔滨西,齐齐哈尔南
D6902,齐齐哈尔,哈尔滨西
D6903,哈尔滨西,齐齐哈尔
D6904,齐齐哈尔南,哈尔滨
D6905,哈尔滨西,齐齐哈尔
D6906,齐齐哈尔,哈尔滨
D6907,哈尔滨,齐齐哈尔南
D6908,齐齐哈尔,哈尔滨
D6909,哈尔滨西,齐齐哈尔
D6910,齐齐哈尔,哈尔滨
D6911,哈尔滨西,齐齐哈尔
D6912,齐齐哈尔,哈尔滨
D6913,哈尔滨,齐齐哈尔
D6914,齐齐哈尔,哈尔滨
D6915,哈尔滨,齐齐哈尔
D6916,齐齐哈尔,哈尔滨西
D6917,哈尔滨,齐齐哈尔南
D6918,齐齐哈尔,哈尔滨
D6919,哈尔滨,齐齐哈尔
D6920,齐齐哈尔,哈尔滨
D6921,哈尔滨,齐齐哈尔
D6922,齐齐哈尔,哈尔滨
D6923,哈尔滨,齐齐哈尔
D6924,齐齐哈尔,哈尔滨西
D6925,哈尔滨西,齐齐哈尔
D6926,齐齐哈尔,哈尔滨西
D6927,哈尔滨,齐齐哈尔
D6929,哈尔滨,齐齐哈尔南
D6930,齐齐哈尔南,哈尔滨西
D6931,哈尔滨,齐齐哈尔
D6932,齐齐哈尔,哈尔滨西
D6933,哈尔滨,齐齐哈尔
